VM Identification (UUID),AMU,AVMU,ADU,CLS,TC,RL,GL,Class
3B AD 23 B5 44 AE 34 97-88 C7 A9 4E 56 08 34 37,72.00028986,54.83798368,11.80049822,67.87003222,78.01007984,35.50563798,36.16091767,Partially Malicious
53 89 94 6D 7D 41 0D BD-6B 32 09 A0 79 1A 9C 5F,35.83493963,69.7435384,37.23352126,60.9903028,48.30931583,39.21627649,23.32643489,Not Malicious
6F A2 8F 33 49 8B 32 22-13 A3 41 77 58 2C C2 72,89.57323293,52.33336663,46.33857985,5.166919279,7.764316836,41.15576253,5.876116723,Partially Malicious
B3 64 65 91 2D 60 50 6A-8D 8C 90 2E 81 71 17 C0,80.7675923,7.530727532,7.917750776,92.05674291,17.86372564,64.75994693,2.719821593,Not Malicious
16 0D 0B B0 18 44 11 42-7A 51 01 18 50 40 23 C3,52.77911268,11.05748695,75.87357673,46.41077977,29.33406779,61.44621285,79.11625492,Malicious
6F 25 07 8C 4F 63 91 C5-55 12 6A 80 72 8A 66 29,83.96336346,59.96601681,57.51679952,96.28720859,37.49487542,87.35567958,30.4551205,Partially Malicious
14 B5 7A 5C B2 B5 0E BE-B9 74 B1 A3 A6 A3 C6 67,23.75914301,32.44285449,17.44033499,71.63276774,97.22127248,27.57828563,34.00298139,Partially Malicious
59 37 5A 9F 04 B1 5B 77-93 4D 6F C5 5E 99 A2 78,33.37652754,55.61601842,25.72906283,56.51830756,51.9200204,54.74235199,27.66801513,Not Malicious
B3 70 AF C2 A8 44 12 B9-4B 3E B7 17 75 44 3F 58,54.39738196,3.859262286,15.98384954,87.9981621,41.2208351,17.70490573,62.88907643,Partially Malicious
52 87 96 AB BF B6 B0 6F-06 30 7B 00 85 1E 98 48,52.71725501,99.68111618,4.523350828,69.36282964,66.36829178,92.94974548,27.31579313,Partially Malicious
43 B1 8A 0A BE 7A 9D 8C-A8 67 A8 90 C0 0F 67 20,54.47574942,33.13868135,54.19756484,98.32308104,71.61587109,3.893669697,84.16850202,Partially Malicious
1C 2A 3F 63 6C A0 70 11-43 2E 40 7E 0D AB 82 0D,94.52317596,7.921316466,65.5004202,30.76635596,34.94252456,26.73361677,83.0588727,Partially Malicious
68 63 73 4E 86 B6 56 B5-2C 42 2B A7 04 97 2B 76,98.99830578,66.40309857,4.080813729,79.24117478,20.12633288,78.86151066,20.98158273,Malicious
BC 30 C6 09 7E 6D 07 69-7B 2B 6D 45 BE 63 27 AB,46.13464181,92.67106409,56.6871916,98.54728301,92.44447253,42.89854188,7.863574075,Not Malicious
89 82 2D 32 94 60 A8 2A-4E 6B B4 09 C6 92 7A 32,81.21674886,20.28899213,95.31318752,25.49089844,31.06596385,50.70161176,41.38733627,Not Malicious
B0 87 03 AE 7C 80 48 34-52 55 A0 6E 9C 19 AE 15,80.66818814,97.50287433,43.96555671,91.07008663,86.2691716,92.72044021,8.468672216,Partially Malicious
68 6D 8B 4F 7F 99 3E 7C-04 52 7B 13 52 9C 94 6A,78.53796028,61.11046124,46.88668179,41.17370096,7.528397193,60.83713834,88.46199501,Partially Malicious
73 1F 60 64 6A 89 0E 29-8D C5 C5 07 5C B8 49 74,24.93036497,88.95097275,13.63232889,45.3587319,60.50822212,59.88548982,42.70777331,Malicious
80 59 A4 15 5D 04 4F 52-15 0C 63 46 AA 26 43 3C,5.439172719,78.46074873,15.16393325,70.72111938,17.66383231,43.84215559,23.89538961,Malicious
97 B2 41 27 11 B4 C7 6C-22 02 6D 77 BC 79 C6 B9,19.04642607,58.41642855,48.66352434,52.5998793,47.85277658,77.31376558,0.256807751,Not Malicious
17 1D 63 5C 1D 1F 64 AE-39 A0 29 5E 10 4E AB 1F,87.76828833,92.01082946,81.49039578,67.15512336,16.43155977,35.42075568,30.27223653,Partially Malicious
59 8C C4 25 B9 92 27 1B-2D 21 0E 15 B6 B0 6F 5B,26.0732139,74.94268051,45.66842432,80.66909708,89.3052788,60.9559091,26.87766498,Not Malicious
43 A2 2E 93 88 A6 88 1E-41 56 4F 9E 03 35 99 69,77.79590557,45.66398353,22.9916136,79.62664298,27.46735689,89.23748415,10.67671346,Not Malicious
12 42 19 88 BC 58 03 82-A7 43 93 21 A3 A3 3E 02,51.66376907,55.55716016,85.03337712,45.90535976,81.40169677,29.63856487,71.31773923,Not Malicious
B3 B0 C0 04 48 29 C4 96-58 1A 7D 11 61 0B 9A 3C,35.16322206,86.80049475,45.41125494,90.13891284,10.07067548,12.53800034,60.21709992,Not Malicious
11 4C 86 82 9E 0F 48 BD-25 83 2B C0 81 7C 8C 5C,78.13135299,24.91990101,83.26414878,64.01971827,21.35964078,70.33946505,21.30894182,Partially Malicious
3F 80 1D 7E 36 56 C2 98-B4 30 66 01 BD 90 60 92,5.538137113,33.42577436,28.27053464,70.52678223,35.78062389,30.47012484,36.29764779,Not Malicious
2F 0D A8 8A 17 BB 2A 72-07 20 A1 7B 30 1E 15 17,51.06405958,57.78963117,57.14013067,7.339124567,78.67359854,27.39604501,39.44680731,Malicious
48 B8 9B 11 4D 85 24 75-7B 7F 55 23 AD 3D 48 06,87.19680441,65.28717899,12.51394344,46.92217481,26.25247819,83.42958011,0.489162693,Partially Malicious
53 03 AF 2D 4B 24 04 8C-7B 08 A2 80 9F 96 2E 99,46.20440602,12.39344635,68.59971813,6.498437203,66.9926179,61.65403945,16.44233717,Not Malicious
2E 8D 1F AF 9B A6 90 4B-4C 90 1C 26 57 13 4B 70,25.59448712,20.01169714,34.38656621,88.18340982,48.39381229,33.48697158,83.38176591,Partially Malicious
92 07 A8 73 2A 0B 24 2C-AE 53 5D 4E 37 5F 6E 13,84.6071469,99.66778765,1.17841408,13.26696101,50.07426239,35.57878977,12.42990448,Not Malicious
AE 85 37 50 46 B6 B2 95-C7 66 62 69 34 8C 68 BD,3.84560014,50.18273513,94.93185758,81.78376652,77.46064985,65.09365453,84.75764818,Partially Malicious
01 18 A5 6B 83 2D 35 19-62 04 53 26 6B 05 C5 93,16.82048551,47.71643384,63.5126842,46.2861817,29.04727477,0.200500669,2.791355387,Malicious
AE 68 87 91 0C 94 2C 30-01 7E 94 0C 1B 68 2B 20,22.18389316,0.282703338,67.8298044,86.72802776,53.57746603,12.03586116,52.37566639,Malicious
B8 44 46 2B 16 9D 83 8B-2C 99 C1 29 51 43 30 06,49.90988032,39.0016686,47.54099846,90.84906179,12.66683967,36.90948257,15.45626128,Partially Malicious
C1 5C 2B 29 89 18 76 40-66 96 2D 53 30 5C 05 39,47.39977736,29.4716232,85.84345736,18.21045066,77.43127714,4.364689865,71.63546646,Partially Malicious
32 81 7F 15 BF 93 9F 89-3D 5C 7F 51 94 13 6F 0C,12.81434668,53.90121819,95.31189762,92.97441534,8.584571065,59.70003516,6.082097386,Partially Malicious
87 7F 7B BD 85 05 01 1A-3F 84 84 C1 7C 42 0D 3F,53.61014726,99.48255081,83.93290862,70.83552726,63.58050687,84.70846132,92.36115911,Partially Malicious
2D 7E B0 03 81 6E A9 42-AA 5E 2B 6F 09 4E 60 35,99.64583431,26.7096414,50.14811721,75.86619157,25.86251368,10.43784063,24.83235627,Partially Malicious
B5 4E 65 A0 8D 59 A4 7B-58 5E 20 73 21 A8 5A 5B,48.06816994,88.33715511,22.32461833,50.10368253,51.46908076,3.588096939,51.9669135,Partially Malicious
B0 2F 77 80 52 23 3B 03-07 3C C4 98 65 39 C1 68,48.77987067,27.24116236,76.16088915,30.32220348,74.48388131,27.55039951,27.24013772,Not Malicious
56 78 1E B0 52 32 98 B1-A3 86 63 1D C4 3B 2C 42,12.18214622,14.76235408,89.0919444,4.816828242,27.95834352,76.94844986,52.30104919,Malicious
9F 45 44 1F 2D 78 4F 34-1E B5 AB 8E 15 8E 0D 5D,29.82934381,27.54384215,16.94425014,70.56311262,31.87728004,51.07909563,51.07167496,Not Malicious
46 33 95 AE 7F 06 21 87-B4 A0 11 64 56 53 46 8C,69.22168197,83.04875421,16.73818404,30.5531562,61.58501883,2.297021343,54.20866143,Not Malicious
67 52 8F 61 35 43 5D 8C-0B BE 5D BE 04 9B 64 78,52.82944066,11.38358899,37.5236704,55.52593519,53.57873633,9.498188214,90.61687663,Partially Malicious
B8 B7 43 96 B3 17 01 1D-80 57 BC 39 01 6B AD 38,49.20450919,90.43323135,35.97726297,92.47328096,78.65543962,50.70948502,56.30204232,Partially Malicious
2C 35 BC 73 62 85 B0 91-29 0F 7C 5C 11 B9 C6 A6,37.69840548,99.65959464,68.39513288,94.20554318,61.88323279,46.83261142,59.26446356,Not Malicious
7E A8 5C 88 18 0B B7 10-8C B9 03 5D 16 43 19 19,40.04235331,85.88911414,10.16039041,66.88328979,64.9002727,44.81152204,61.96457935,Malicious
BC 8A C3 39 28 5A A1 1A-49 AF 57 41 58 48 20 30,21.57293974,78.83261106,96.54042852,42.57189487,92.02379919,86.09300643,97.69159851,Not Malicious
11 24 9D 53 90 99 27 B3-A1 1E 79 50 45 96 8B 19,61.73273819,30.21140163,21.68953349,31.81594728,41.78399283,33.84528264,57.10593698,Partially Malicious
5C 67 71 32 C6 89 3F 7C-A6 21 BC 5F 8F 98 52 17,58.02534851,36.39586751,49.84618515,95.5473376,13.85154089,59.37409085,76.95203641,Not Malicious
90 5B AA 58 B2 2C 1E 41-5D 99 2E 98 45 95 50 27,72.77037897,76.30249367,35.38806135,89.67069611,6.079711494,37.50239805,89.1804263,Partially Malicious
0A 12 60 95 11 03 30 66-A1 AC B9 23 7E 90 8B C5,95.29639714,11.2459859,37.98911937,91.00832815,34.73037388,37.86686659,53.23838909,Not Malicious
05 AF 3F 2F 74 41 3D A1-27 1C 62 6C 68 12 2E 81,24.82933562,16.31828451,78.61862783,13.02714269,8.580880732,3.026766903,60.089924,Malicious
5F 7E 15 00 C2 BE 30 98-79 56 39 81 BC 28 19 C4,72.29768881,52.11649368,54.11538531,91.54347289,97.13047327,45.39248882,87.56945484,Partially Malicious
0B 2E B2 19 B8 39 57 11-7D 5C 6F B0 8F 53 0D 86,31.98317349,92.5864737,76.56115278,49.35535949,76.50744999,59.88449235,38.43511479,Malicious
6B 4C 13 05 1D 4D 6A 51-15 64 65 5C 68 71 A4 79,97.38908775,62.57931801,84.24194411,82.66821761,11.21139944,84.61964942,77.80351096,Malicious
2E C3 6D 65 1E 74 16 C0-02 21 C4 83 10 6B 72 2B,9.747187943,93.68156058,97.58333038,42.12439659,58.1954724,73.36866619,48.51673056,Not Malicious
80 42 AC 78 5C 84 89 6C-A3 42 44 52 9D 57 A5 61,23.27352581,67.4125227,74.31469466,82.11991947,91.47504147,14.67971456,80.30715666,Partially Malicious
06 C2 66 AB 83 73 8D 1F-C6 32 87 07 9B 0D 53 8C,24.52426849,12.56465992,35.69083488,41.91396995,86.32094373,47.53398115,68.64667766,Partially Malicious
2C 63 9D 0C 0E 5C 65 9C-07 0F 94 54 AF 80 5E 4F,64.22190487,4.5078009,67.35440937,73.2829351,60.44393876,95.26929158,66.37186196,Not Malicious
06 4D 71 68 76 39 27 0D-A7 93 B5 76 44 6C 00 50,90.55146386,48.20787299,99.7218413,89.15011835,89.6480308,86.42359943,54.32666569,Partially Malicious
8E 00 00 42 BC 52 00 54-6D A1 95 6E 4A 64 7A 69,56.25467623,58.94006649,70.88254411,68.7509743,76.03880711,94.68308813,33.72887135,Partially Malicious
99 23 84 0E 3A 16 82 7E-56 60 95 B7 56 14 07 91,98.98557859,92.73736245,54.74353202,34.31592533,86.1834386,35.28555491,55.92017403,Partially Malicious
5D A2 2F 27 61 34 AF 9A-9D 26 30 5D 68 5C 99 AC,4.160363069,96.46898674,36.99171045,40.47927624,23.12858342,16.00879081,50.73750958,Partially Malicious
20 34 2D 1D 02 05 1F 3B-7A 92 1C 3D 5F 92 7E 19,28.1949898,61.06752959,79.74716931,42.6096813,56.85597822,94.91561392,8.087459441,Partially Malicious
0A 49 B1 55 04 84 6B 7C-03 9F 44 01 97 BC 2A 14,18.9093128,78.58012746,32.61570853,87.13746756,98.62328313,67.01018264,61.18207458,Not Malicious
85 61 0A 70 BD C1 72 B1-B4 C7 5B BC 76 6C A5 21,89.06306669,15.64440027,63.2085327,23.78315427,67.20038993,1.98913286,18.79282759,Partially Malicious
5A BD 01 7E 05 B5 B7 1D-6C AB B7 4E 8B 56 7B 14,16.83694394,82.66344735,63.74452428,81.92311397,92.98836564,95.88908941,7.79361217,Partially Malicious
85 06 6C 43 44 39 07 90-33 9D 13 08 7B 27 1A 74,95.7045986,73.59724317,78.75454201,17.89364554,9.027648828,46.64608728,72.58604373,Partially Malicious
62 2E A3 0E 11 9E 56 52-02 C2 A7 6A 4F 90 21 7A,11.12909926,0.966888653,51.58325631,30.98218915,7.4492546,92.37124953,29.65098176,Partially Malicious
90 A7 83 4C 79 13 AA 7A-8F 7C 30 37 7B BE 5B 05,77.16811362,19.25873668,9.87487914,13.90834812,38.19825248,98.54621149,2.505235752,Malicious
2E B8 85 7F 33 04 B9 6B-7F 34 46 91 56 01 86 5C,17.29098118,11.85629345,36.44101634,28.22090166,15.0100694,79.49933193,34.31686763,Partially Malicious
56 2F 8D 04 A4 B7 A9 21-00 8F 82 8F 3B 1C 83 24,28.27934215,97.680662,86.42350949,14.92677614,1.262638936,96.01290171,32.17045389,Partially Malicious
3B 1D 77 B9 8D 44 8C 1C-96 36 69 9D 65 24 47 55,20.21299084,45.52643676,30.00029292,35.83538899,62.64905017,78.04005272,24.29679329,Malicious
53 2B 48 3A 7C C1 B1 97-69 0A AA 6D 10 57 26 5D,93.15427466,72.38798716,30.8979052,61.24219871,5.670565019,8.974471562,60.53687538,Malicious
2F 4E 99 35 A6 2B 0C 97-83 BB 43 1E 81 8A 88 38,77.37262254,99.99306734,14.13272637,3.822245549,94.59986169,84.44517049,93.62378474,Not Malicious
2E 95 44 96 62 69 9B 43-4E 0E 06 48 A0 49 B5 C6,76.15995349,50.99773474,33.53993972,62.14780038,73.73567175,30.34533499,95.30176926,Partially Malicious
92 05 7A 56 BE 5F 6D 85-C3 AF 3A 26 79 6B A0 4D,28.22313222,42.05078213,12.42154663,88.23432849,59.72964529,40.89324309,46.22049316,Partially Malicious
BC 69 93 19 2A 0D 66 86-03 4A 5B 23 9C A0 9E 07,95.09561048,76.15059238,88.97308453,91.26842692,30.45870741,54.22141162,71.86649383,Not Malicious
71 AF 32 09 7F 59 18 5F-60 21 1B 77 1D 83 1A 78,27.71104327,31.98037129,13.4076829,96.51710476,97.04307282,39.45472953,89.16176984,Partially Malicious
0D AF 8F B9 95 13 C3 09-BC 6F 1C 21 8A C1 8F A6,74.47264589,29.91368566,29.65487494,4.194410094,12.78961032,50.10210641,35.14023005,Partially Malicious
77 28 7D 48 B6 46 5C BC-BD 0E 4B C6 6C 49 3A 1B,69.70001655,1.537557305,35.20541376,24.59960245,16.56405133,4.127152677,72.21937532,Not Malicious
46 AB C7 00 39 3E 06 71-9C 34 62 C3 25 2E 50 03,76.38111028,73.57367223,62.30041204,31.41638882,4.163300657,79.40465345,21.81077924,Partially Malicious
7A 25 35 B7 C1 3B 33 13-45 68 47 53 3D A1 15 32,28.56638647,34.81345048,1.746740729,23.30820984,82.10436694,32.40256924,51.89369995,Malicious
6F 67 B6 63 5B 8F 4C 1C-AA 01 50 9E 43 C6 89 49,56.30231663,53.1130965,8.674413438,13.74782831,96.94540617,57.75388951,61.54805788,Partially Malicious
BD 31 47 70 51 2F BE 44-6D 03 C7 7E A7 96 3E 48,80.13907897,65.02606651,87.92074183,95.49275088,96.51184082,44.59143631,87.8103176,Malicious
65 16 51 30 1C 6B 1E 98-10 8B A2 83 37 C1 17 34,0.410106636,44.26406951,0.740415907,53.61514387,47.02962852,38.53794891,53.64161262,Not Malicious
49 AA 04 63 90 24 08 95-15 1C 6B C4 2F BB 57 BC,60.55473607,37.41552002,67.72657247,65.44907911,4.821869462,26.01913282,92.60589061,Not Malicious
89 53 79 45 AA 16 56 06-8A 48 8D 9F 17 96 B5 6A,41.17578396,55.10139792,8.819041819,72.44367056,46.49439443,97.7982079,40.61473427,Not Malicious
80 17 AB 13 BE 11 BE 89-A1 73 06 83 7C B5 6E 04,40.12603912,68.98108951,67.19452322,32.56553729,68.44310221,91.25483918,12.68727595,Partially Malicious
57 A9 2F 04 20 07 28 65-24 3A B3 1D 17 18 C7 26,3.776132111,57.65765109,80.0176267,17.67950506,30.68762595,23.3270898,80.94437005,Not Malicious
0C 80 6D 5C 64 53 40 96-41 BD A9 8D B7 C4 9B 1F,52.41348079,95.40450561,67.5687513,75.11465647,35.44068166,37.21167522,64.72462152,Malicious
71 65 55 8C 47 43 BC 36-62 36 44 32 64 5C 46 B7,70.19788763,62.8194693,4.702625766,88.88544615,71.89508615,63.32591584,80.56274087,Not Malicious
4E 75 82 12 17 AA 15 3F-17 B9 37 97 60 17 40 86,36.95807296,10.68858598,44.25857552,77.94501684,0.226525831,65.17110777,48.11053134,Not Malicious
47 7C 19 48 6A 1A 1D 3B-8B 86 7B 8B 61 38 33 C0,66.29589324,37.90114138,97.83291703,10.28797367,17.7226154,98.47145288,84.05626259,Not Malicious
38 4D A1 BE 54 0F A3 9F-75 7F A2 BD 2D C4 29 6A,18.72797233,86.80989598,74.78696865,85.67216,5.767759928,31.76311281,4.182816,Partially Malicious
AE 15 0C 43 BB 82 C6 71-97 81 09 7F 7D 10 29 64,34.86426695,99.13496528,2.964545438,59.4849684,59.86627703,31.84882369,40.68050594,Partially Malicious
9F 96 77 45 60 85 77 3B-2F 84 43 A1 3D 4D B9 08,2.024827422,46.53713532,67.14798258,82.04031954,28.36698504,35.97269509,52.781343,Not Malicious
AD 91 34 21 AD 38 6F 98-5D 24 21 0D 3B 6A 27 6C,88.73314735,54.28253864,63.14042178,54.27592208,13.85007457,62.82639625,14.90552105,Not Malicious
A4 68 8F 62 7B AB BA 37-8F 6C 32 68 10 B1 8B 9E,37.89924474,6.903799227,24.48705374,12.94286589,69.87934192,7.774155545,7.074062952,Not Malicious
0D 5A 02 49 9A AE 20 AF-05 33 6C 4E 04 9E 94 52,91.52200279,94.41353327,87.92042035,66.7650082,69.61029851,12.64890047,67.62286322,Partially Malicious
BC 08 83 B0 27 5A C6 53-91 4F 09 16 30 3D 35 78,94.86529923,3.956523273,26.09229914,87.87140713,94.40605526,63.5302575,66.76325254,Malicious
AC 16 8A 84 51 87 6C C2-16 27 4E 44 40 24 B4 A9,79.04976242,36.45080967,56.14210474,82.11198551,27.84593779,66.30354061,58.95202577,Partially Malicious
00 18 66 BA 0F 3D 48 00-2A 70 52 52 A0 50 30 88,29.75127934,90.89315902,50.335321,77.66539109,96.47664512,38.67401923,49.63844406,Not Malicious
30 A9 85 C0 9A 7A 79 A4-51 3D 6E 16 C1 28 2B 97,92.9546567,49.57152696,19.08787018,21.64207861,68.15252439,54.69410495,22.48966065,Malicious
40 41 14 42 4A 97 37 57-7F 6E B6 4F 6C 33 1A 7F,29.06374595,61.00036858,79.04957631,76.82882744,35.13147356,64.78525316,4.016917263,Partially Malicious
35 16 AB 89 91 C2 81 BF-41 85 B0 66 53 50 AB C1,24.37147883,93.05771674,88.32114216,48.19880067,48.69808228,19.49487456,87.21425299,Not Malicious
91 03 73 78 1C 47 AF 44-80 2D AD 8C 86 4A 2A C6,17.46801076,93.9193423,83.35428764,78.94989185,3.445062607,17.0245489,56.48091198,Malicious
6B 03 3E 3F 0B 99 95 1D-55 97 3F 6A 37 4F C7 00,47.33430544,47.81599681,60.94959493,1.166007433,7.98087223,96.16981521,54.04433452,Not Malicious
4F 85 8F 92 AE 07 14 4D-61 7B BF 44 60 95 6C 98,89.76557145,55.03262463,80.54339345,67.10362303,66.68374872,25.13158811,68.02711702,Partially Malicious
53 76 AA AC 26 02 C7 7F-7B 68 9E 9D A4 6C 7C B7,45.35251439,16.78613412,35.28954291,72.77134428,42.78504025,78.30906734,33.62693724,Not Malicious
29 60 5C 8E BC 4A 9D 4F-B0 8C A5 16 70 7E BE 7B,63.50194705,39.49948751,70.10791793,28.34625048,52.18623948,72.39641803,26.22437894,Partially Malicious
0E 6B 04 32 3A AC 83 49-21 69 C0 15 59 30 5A 07,40.53654694,66.76855707,38.53489593,42.12476675,39.28928365,36.31344942,22.33819237,Not Malicious
7E 3B 50 12 7C AE 40 83-52 26 A4 5E 1F 9D 18 75,26.3204541,1.394250536,14.01750901,82.35699532,78.72135832,84.01680897,79.15155712,Partially Malicious
4F 28 47 1C BD 9C A3 7F-40 2A 43 3D 3C 71 04 40,15.99718826,18.06275798,16.03476542,65.84439801,85.01917977,2.657142935,80.7392071,Malicious
2B 2A 7B BE 04 0A 1B 1C-5F 95 34 30 45 3C 45 01,44.21486696,55.58186402,39.01970033,26.6629832,47.79013592,95.01538596,65.08618668,Partially Malicious
6B 3C 3A 1F 2A B1 21 94-29 99 23 68 07 B6 77 96,30.60605618,2.016649402,25.89298968,11.17482962,64.65447103,87.45327259,40.37587293,Partially Malicious
81 21 20 89 38 15 5C AA-84 BA 53 48 6F A0 B7 70,92.66091879,55.09324707,2.930095138,32.91807873,15.75350008,83.93424478,35.32823037,Malicious
C7 08 04 BD 2E 9A 6C 00-68 2E 51 C7 3D 66 23 77,38.74186444,64.98980492,50.17503266,27.98986789,87.62802124,89.93505954,97.81302728,Partially Malicious
0C 16 03 02 92 56 9B 20-45 33 52 80 A2 81 15 82,39.08284992,50.07328106,85.48857866,59.8314291,81.83967254,88.66804312,33.60741948,Partially Malicious
6F C7 01 0A 35 26 1F 54-4E 82 43 4D 03 B9 AF 34,24.55272903,4.426734782,3.047675688,37.64482203,27.49844508,96.81922966,45.23051457,Not Malicious
35 6D 58 55 0A A5 38 96-BF 97 98 39 56 A8 41 C0,66.08642733,4.183209915,12.93752,53.13466028,97.31030418,63.79601133,54.80744307,Partially Malicious
20 03 C6 84 3E 14 69 A9-50 34 9B 8F 09 60 49 07,90.2758364,26.98904518,2.335376096,87.08854942,33.99902634,7.18017974,91.2231122,Not Malicious
92 79 15 5F 10 7B B3 67-74 2B C6 3D 00 95 27 AE,12.56738146,92.74042326,9.7372231,56.41046686,97.52574403,36.58028162,64.54367105,Partially Malicious
87 5E 67 40 2A 87 58 53-30 46 2B C0 2A 3F C2 60,6.027359755,77.33152181,57.0369428,44.60614985,93.76147911,61.63052819,64.82527705,Not Malicious
93 52 83 5D BE A5 7E 3A-28 7A B0 36 A4 2C 43 C2,47.22530509,5.267160698,85.97068093,6.248292185,28.61413258,74.00337138,2.881280746,Not Malicious
A8 36 6D 2F 37 B1 33 5F-C5 5F 43 92 48 95 9E 86,20.89458649,54.19907859,90.66500541,35.32965079,60.96291624,4.42274901,12.83136379,Malicious
06 B2 01 4D 89 66 0A 68-77 20 46 99 5B 32 2B 6E,28.09897728,33.48492643,79.14397037,33.03272217,62.96782866,83.08136071,39.27023235,Partially Malicious
C6 1A 44 B5 B5 2C 03 15-A6 A5 B5 3B 29 AD 3B A6,41.63682176,6.420257401,50.41662905,10.56751181,46.06232416,88.60231624,32.83045905,Partially Malicious
BA AB 35 26 7A 6A 14 C6-54 69 4B 5F 37 53 29 21,8.087443854,90.77713907,56.29171909,4.899556905,24.98413091,94.20568188,49.78499395,Partially Malicious
B6 78 5A 47 25 07 1A 37-73 87 14 7D 99 4C 5B 20,50.03424093,71.63897211,94.58633666,72.78168114,48.64158631,60.85155343,53.39809565,Partially Malicious
57 9F 2B 6B C1 88 93 9D-70 AF 39 3A 3A 81 C5 3C,30.07208303,46.84220527,75.22936923,65.15476235,22.11202322,26.785621,45.48863313,Partially Malicious
86 16 4D 56 73 5E 44 59-2D 1B 54 AD A2 44 31 7C,42.28200065,81.82533437,91.71911576,57.98509472,70.28337152,20.53598119,78.22232784,Partially Malicious
91 85 58 A9 28 42 A1 AE-0F 69 13 B9 56 72 C1 06,27.00470947,64.24653615,4.450326512,46.01556097,83.3361216,4.999186351,99.259034,Partially Malicious
6F C0 01 7F 4F 5C 2F 1F-94 99 6B 21 98 60 49 36,68.54057413,55.49376113,56.09858089,38.04797815,43.39065664,25.24573573,14.0113846,Not Malicious
BC AB 4F 26 9D 1F 01 52-35 12 3F A4 52 04 96 1B,27.74614771,23.96630375,27.0840315,8.804968623,85.17362141,24.57538304,27.57514569,Malicious
71 57 C6 66 A5 6E 9C C4-22 6A C6 7F 93 15 1E 3D,55.02255945,50.12966472,25.60426324,36.1302876,83.49105145,85.07798352,77.29371194,Malicious
3C 31 28 B2 8B 4D 62 45-72 A0 0B 96 BF C5 5B 4F,67.64851886,61.76626048,36.8818723,92.78088514,96.09201092,48.21924812,47.34476694,Partially Malicious
61 B3 60 46 A4 12 9A 74-78 C5 C2 9D 52 5C 29 4F,70.63158478,85.27990838,44.18322492,1.086071259,54.92329999,23.23927632,86.50574583,Malicious
BF 3D BA 45 0E 66 6C 43-9E 28 95 76 71 AA C2 02,35.93762233,31.95832722,26.03298796,25.88167073,55.07659573,46.3689143,12.70728075,Malicious
14 48 27 59 86 7E 41 7B-B1 75 27 2D 58 B9 36 AD,46.41412273,25.28100989,40.92249745,27.60234843,20.61192325,49.74345997,4.446017085,Partially Malicious
9D 91 3D C3 19 AC 34 27-2C 78 89 C4 25 A0 B0 7F,92.2760789,72.04997469,10.56176554,40.58514365,92.03640091,66.03001892,8.907304562,Not Malicious
90 32 A4 36 9B 9B 24 48-A7 81 A8 1F 9E C4 8A 4A,33.64620868,92.16316396,2.871183552,18.3266664,49.33825639,55.25200542,55.74333936,Partially Malicious
0A 83 44 B3 09 76 30 28-6A 66 B8 3F 59 B5 2C B4,28.09794397,21.46486197,50.10992696,43.4433801,51.44910894,14.00226769,42.53548021,Partially Malicious
60 6B 92 2A 72 94 15 25-30 5D 81 A6 C0 88 91 74,98.84283308,87.58481898,79.29802564,6.316368882,1.214897487,72.28181949,79.3443164,Partially Malicious
19 6E 86 52 16 84 40 66-75 C0 55 B4 5D 8C 10 9A,51.47371197,66.39517345,61.9495943,16.59578779,18.48035647,71.88783992,20.52771952,Not Malicious
81 0D 60 B7 2C 96 32 02-B0 9E 77 A7 C7 03 7B 4B,14.71610309,90.19933047,64.44537998,66.03443668,41.00185481,91.94445449,79.72783976,Partially Malicious
83 40 AC 91 8B 61 2C B9-73 82 B5 A5 22 43 38 5D,85.21749787,80.87408708,6.474468425,60.64533154,74.06425216,87.84832989,90.80776679,Not Malicious
07 21 69 37 19 55 44 27-7D B9 8B 2B 33 28 81 90,41.70807963,21.18127314,31.4618541,35.34141131,94.96205364,61.51712705,89.62803282,Partially Malicious
0A 2D 08 71 8A 7C 1A A2-97 48 3A 24 91 B2 5D 58,22.39767052,11.21927655,68.16540608,83.13175,93.47953837,30.34032367,57.48562069,Partially Malicious
AA 2C B8 BE 7B 4E A2 3D-A9 54 55 BB 71 20 3E 72,60.34062204,39.90839351,49.45497277,75.46159137,77.64008853,43.93335235,64.49028823,Partially Malicious
52 1F 29 03 89 9E 85 57-96 03 86 1F 74 10 0C A7,2.84411983,33.03128009,34.26378374,16.03645726,3.884826962,67.5791449,78.97944368,Malicious
55 86 9F 6A 12 73 33 70-98 64 33 68 51 5B 7F 20,34.25689934,83.91005319,32.89770986,81.72405106,26.40775883,94.62487194,46.35801312,Partially Malicious
5E 61 96 7C 65 07 A0 81-62 B1 C7 43 9C 01 1B 52,23.81191855,41.08743144,13.11381138,97.04375173,78.59286788,32.77970237,10.80613539,Malicious
B1 2C 99 9F 9E B4 6E A4-63 2B 3F AE 97 4D 72 5A,78.18117206,64.12169325,77.17006735,53.12754007,33.19377458,53.75167359,46.35789262,Malicious
4C 96 19 9C 5A B4 15 59-98 8A 42 BB BB 06 BB 9D,79.75139709,77.0947546,48.43716962,78.72379842,90.84244329,31.25277987,90.89241671,Partially Malicious
